grade,topic,title,checked_by,kind,ccss,does,notes,worksheet_link,answer_key_link
K,Math - Geometry - 2D Shapes (positional language),Kindergarten Math - Geometry - 2D Shapes - 45 Beside and Next to Set,read answer key,cut-and-paste activity,,"Single sheet, cut-and-glue activity: student cuts out images and glues each 'next to' a named object per 5 instructions (tree next to house, cloud next to sun, frog next to rock, boy next to car, duck next to pond).",Read via answer key; download returned inline base64.,https://drive.google.com/file/d/1emiGVQNgcoSM-LVuB6N4SU50Yj3Zak7a/view,https://drive.google.com/file/d/1_13JDVFkj1Rm7hJ4LW1QSJSiQGT038yY/view
K,Math - Geometry - 2D Shapes (squares),"Kindergarten Math - Geometry - 2D Shapes - 09 Coloring, Tracing, and Drawing Squares Set",read answer key,practice,,"Single sheet, 4 parts: color a square, trace a square, draw a square by joining dots, and draw a square freehand.",Read via answer key; download returned inline base64.,https://drive.google.com/file/d/1C6CB0_X4cMZO4xjvDCeGr3sofv_MGEm4/view,https://drive.google.com/file/d/1XJaKzvZJB5SfdKbgE4-TqrLVhVI34m02/view
K,Math - Geometry - 2D Shapes (squares),"Kindergarten Math - Geometry - 2D Shapes - 10 Coloring, Tracing, and Drawing Squares Set",UNVERIFIED,practice (inferred),,"Could not view the page content: answer key text-extracted empty, and the worksheet PDF (downloaded and base64-decoded successfully) has a corrupted internal image/content stream (zlib error) so it rendered as a blank page. The PDF's internal file name is trace-color.pdf, strongly suggesting a trace-and-color activity (parallel to item 18 in the matching Triangles set, which is trace/color the sun rays) using a square-based picture, but the actual image could not be viewed to confirm.",text_ok:false - answer key text-extracted empty; worksheet PDF downloaded and decoded fine as base64/bytes but its content stream has a zlib error and rendered as a blank page. Internal PDF filename metadata is trace-color.pdf.,https://drive.google.com/file/d/19EAvzTAP1Oe8zopoBLOPFMjYcTUE_Aq9/view,https://drive.google.com/file/d/1KLkebsB1UD5bXY-ct46LUw52zXzBXnRX/view
K,Math - Geometry - 2D Shapes (squares),"Kindergarten Math - Geometry - 2D Shapes - 11 Coloring, Tracing, and Drawing Squares Set",read answer key,practice,,Single sheet: student traces squares of different sizes and writes the shape name squares.,Read via answer key; download returned inline base64.,https://drive.google.com/file/d/1wTdMDvg0WwKRAe42pF8m72ujEltPdEmD/view,https://drive.google.com/file/d/10IFWNeD_9-a_kX-it1qlmTgXW7jNRs9C/view
K,Math - Geometry - 2D Shapes (squares),"Kindergarten Math - Geometry - 2D Shapes - 12 Coloring, Tracing, and Drawing Squares Set",read answer key,practice,,"Single sheet, 2 parts: (A) find and color the squares hidden in a picture, (B) draw squares of four different sizes.",Read via answer key; download returned inline base64.,https://drive.google.com/file/d/1fvARNF0qBkwWw-ZzXzRAfKqr-cbcxptS/view,https://drive.google.com/file/d/1mdzI2g8i82NZ3Ghd0flBPLiMa4fJrrMM/view
K,Math - Geometry - 2D Shapes (squares),"Kindergarten Math - Geometry - 2D Shapes - 13 Coloring, Tracing, and Drawing Squares Set",read answer key,practice,,"Single sheet, 2 parts: (A) find and color squares among real-life objects, (B) find squares hidden in a T-shirt picture and count them (answer: 4).",Read via answer key; download returned inline base64.,https://drive.google.com/file/d/1lWZFmGzpTlF4V-2eg1lzpKgf9VhkvfHq/view,https://drive.google.com/file/d/1G1r2KsdRj49J0Zhnjo3rhMyYWUAv9OAT/view
K,Math - Geometry - 2D Shapes (squares),"Kindergarten Math - Geometry - 2D Shapes - 14 Coloring, Tracing, and Drawing Squares Set",read answer key,practice,,Single sheet: student colors square-shaped real-life objects (includes a clock face and a name/class/school header).,Read via answer key; download returned inline base64.,https://drive.google.com/file/d/1wrv3UdDLbC5ZNvqQz6WoW_n4rOzv69iz/view,https://drive.google.com/file/d/1XL1IQAOWpPT5HfXGmzsIucv_COkE77yd/view
K,Math - Geometry - 2D Shapes (squares),"Kindergarten Math - Geometry - 2D Shapes - 15 Coloring, Tracing, and Drawing Squares Set",read answer key,cut-and-paste activity,,"Single sheet, cut-and-glue: student cuts out squares of different sizes and glues them into a robot template body, then draws eyes/nose/mouth.",Read via answer key; download returned inline base64.,https://drive.google.com/file/d/15kJPnWf198HFYri3DjTkyCin6dgdM4Nn/view,https://drive.google.com/file/d/1nnqY4a8Y2WylOPQQukRg6YxwG7hWoAzq/view
K,Math - Geometry - 2D Shapes (squares),"Kindergarten Math - Geometry - 2D Shapes - 16 Coloring, Tracing, and Drawing Squares Set",read answer key,puzzle,,"Single sheet, maze theme: a crane (Jane) is hungry; student colors the squares to trace a path to a pond.",Read via answer key; download returned inline base64.,https://drive.google.com/file/d/14i63XzsXnfwVXXmkeswHKouCaZFaR1Fy/view,https://drive.google.com/file/d/1Q8AyNirKmhEP5TCJnIl0O2ifSdV-5ct9/view
K,Math - Geometry - 2D Shapes (triangles),"Kindergarten Math - Geometry - 2D Shapes - 17 Coloring, Tracing, and Drawing Triangles Set",read answer key,practice,,"Single sheet, 4 parts: color a triangle, trace a triangle, draw a triangle by joining dots, and draw a triangle freehand.",Read via answer key; download returned inline base64.,https://drive.google.com/file/d/1q5PVw_1905gehYxho1iTj2aRQmV-zDdm/view,https://drive.google.com/file/d/1NNJGzFdts_JCDvqa9oBF8bFiiTZ1QGS4/view
K,Math - Geometry - 2D Shapes (triangles),"Kindergarten Math - Geometry - 2D Shapes - 18 Coloring, Tracing, and Drawing Triangles Set",read answer key,practice,,Single sheet: student traces and colors the triangular rays of a sun picture.,Read via answer key; download returned inline base64.,https://drive.google.com/file/d/1IL-xdZHI5BcFmE-Tsf4EAwwI3yMZkWQl/view,https://drive.google.com/file/d/1brnekDYRHCIulaVL6p0oZNDXGaKAEWtU/view
K,Math - Geometry - 2D Shapes (triangles),"Kindergarten Math - Geometry - 2D Shapes - 19 Coloring, Tracing, and Drawing Triangles Set",read answer key,practice,,Single sheet: student traces triangles of different sizes and writes the shape name 'triangle'.,Read via answer key; download returned inline base64.,https://drive.google.com/file/d/1LLE7ZBsheGvnMuKND5FtXQ8GdmYaJinW/view,https://drive.google.com/file/d/1T7_SZfQEzsGa85b_maLfdbMjjjrmMEPv/view
K,Math - Geometry - 2D Shapes (triangles),"Kindergarten Math - Geometry - 2D Shapes - 20 Coloring, Tracing, and Drawing Triangles Set",read answer key,practice,,"Single sheet, 2 parts: (A) find and color the triangles hidden in a picture, (B) draw triangles of four different sizes.",Read via answer key; download returned inline base64.,https://drive.google.com/file/d/1Z1-xelWjyA4fbljKF7YXVQN44lRrYEHx/view,https://drive.google.com/file/d/18a-2pL7NjcE9YL7dsLgr_sqTmkJp2NPQ/view
K,Math - Geometry - 2D Shapes (triangles),"Kindergarten Math - Geometry - 2D Shapes - 21 Coloring, Tracing, and Drawing Triangles Set",read answer key,practice,,"Single sheet, 2 parts: (A) find and color triangles among real-life objects, (B) color the triangles in a balloon picture and count them (answer: 4).",Read via answer key; download returned inline base64.,https://drive.google.com/file/d/1HUew4fvT2Dt0ha-FwTHBH_70rNv9quaB/view,https://drive.google.com/file/d/1HSJwDcvhcnShfHwfaTBwA6i4S8SEoPa1/view
K,Math - Geometry - 2D Shapes (triangles),"Kindergarten Math - Geometry - 2D Shapes - 22 Coloring, Tracing, and Drawing Triangles Set",read answer key,practice,,Single sheet: student colors the triangular real-life objects pictured (e.g. a stop-sign-like triangle and other triangular items).,Read via answer key; download returned inline base64.,https://drive.google.com/file/d/13OAB8Xp7uRsKyYFVLqKinCpinbxOS_X1/view,https://drive.google.com/file/d/1zg_Rcg9jB9MLHj3JMr4zrq9I94j5q3-2/view
K,Math - Geometry - 2D Shapes (triangles),"Kindergarten Math - Geometry - 2D Shapes - 23 Coloring, Tracing, and Drawing Triangles Set",UNVERIFIED,cut-and-paste activity (inferred),,"Could not extract or render text/content (answer key text extracted empty; two separate raw PDF downloads both arrived corrupted and failed to decode). Inferred only from its position in this mathworksheets4kids Triangles set (17-24): items 17,19,20,21,22,24 are dots/trace+name/draw-sizes/count/real-life/maze; the parallel position in the matching Squares (09-16) and Circles (01-08) sets at this same slot is a cut-and-glue craft (e.g. squares 15 = build-a-robot, circles 07 = build-a-snowman), so 23 is very likely a similar cut-and-glue triangle craft, but this is inferred from the series pattern, not seen directly.","text_ok:false - answer key PDF text-extracted as empty; two attempts to download and decode the worksheet PDF itself both failed with a base64 decode error at the same offset, so the raw content could not be reliably obtained. Description above is inferred from the surrounding series pattern only, not verified visually.",https://drive.google.com/file/d/1sPlTznvES4IZG3JY3Z6A6dxC17QxeTFt/view,https://drive.google.com/file/d/1dgA7--UmuJLlxt9Sx0Th9xm1jnS0VJqo/view
K,Math - Geometry - 2D Shapes (triangles),"Kindergarten Math - Geometry - 2D Shapes - 24 Coloring, Tracing, and Drawing Triangles Set",read answer key,puzzle,,"Single sheet, maze theme: a cat (Muffin) is looking for her food bowl; student colors the triangles to trace a path through the maze.",Read via answer key; download returned inline base64.,https://drive.google.com/file/d/1mLDaDQ410eDD3upq31ZxKajEYduom3O6/view,https://drive.google.com/file/d/1v8fx8XJJu5zECSyic5VMXu-QMkQYhGK0/view
K,Math - Holiday & Themed Math,Kindergarten Math - Holiday & Themed Math - 01 Color the picture of Martin Luther King,looked at pages,activity/colouring,,"Not a math task: a partially-colored line-art portrait of Martin Luther King Jr. (hair already black) that students finish coloring, with a blank ruled line below for writing, labeled 'Martin Luther King - Coloring'.","Confirmed visually; single page, matched guessed title.",https://drive.google.com/file/d/1PFMAEJ10LNU0WJh66njE75ZfU-KPqubZ/view,
K,Math - Holiday & Themed Math,Kindergarten Math - Holiday & Themed Math - 02 Memorial Day Color the Flag,looked at pages,activity/colouring,,"Not a math task: single outline of the US flag (blank stars-and-stripes field) with the instruction 'Color the flag', Memorial Day themed header.","Confirmed visually; single page, image-only content matched the guessed title exactly.",https://drive.google.com/file/d/11xIhMdf9zgnO-5mIeAU_i9ZxO84jkDkx/view,https://drive.google.com/file/d/1ne60WRvkN0gGj49VnhEuhHofyBsKzzcP/view
K,Math - Holiday & Themed Math,Kindergarten Math - Holiday & Themed Math - 03 Color the President - George Washington,looked at pages,activity/colouring,,"Not a math task: a Presidents' Day coloring page with a line-art portrait of George Washington in an oval frame, labeled 'PRESIDENTS' DAY - COLORING ACTIVITY' and 'GEORGE WASHINGTON'.","Confirmed visually; single page, matched guessed title.",https://drive.google.com/file/d/1MPyLQGeg5MqmF8-y2D7D9BRdAs7-6vX_/view,
K,Math - Holiday & Themed Math,Kindergarten Math - Holiday & Themed Math - 04 Veterans Day Color the Flag,read answer key,activity/colouring,,"Not a math task: a coloring page titled 'THE AMERICAN FLAG' where students color a blank outline of the US flag, Veterans Day themed (same design pattern as the folder's Memorial Day flag-coloring sheet).","Download returned only base64 inline (too risky to hand-copy per instructions), so render.py could not run; the answer key's extracted text confirms the title 'THE AMERICAN FLAG' and that it is an answer-key-style coloring page, matching the guessed description.",https://drive.google.com/file/d/1HkGsf1I3jpav41EDe8BX2Gog-SaqR5V8/view,https://drive.google.com/file/d/1BkPvmMya1-2HH39Imnc_SNbuNbRhw0Pz/view
K,Math - Holiday & Themed Math,Kindergarten Math - Holiday & Themed Math - 05 Last Day at School Coloring Activity,looked at pages,activity/colouring,,Not a math task: an 'End of the Year' coloring page of a school bus with 6 children's faces in the windows and 'SCHOOL BUS' lettering; instruction reads 'Complete the last-day-of-school coloring page.',"Confirmed visually; single page, matched guessed title.",https://drive.google.com/file/d/1dOYFEbC83vnZ8Lf3IlSyEzcsFSQZBb2e/view,
K,Math - Holiday & Themed Math,Kindergarten Math - Holiday & Themed Math - 06 Coloring and Creating a Greeting Card,UNVERIFIED,activity/colouring,,Not a math task: title and internal PDF metadata (named '2-greeting2.ai') indicate a coloring/greeting-card-making craft activity; page could not be rendered as an image to confirm exact design.,"text_ok:false - download returned only base64 inline (too risky to hand-copy per instructions) rather than being saved to a file, so render.py could not be run; no answer_key_id is available for this entry. Description is inferred from filename and internal PDF title metadata only, not visually confirmed.",https://drive.google.com/file/d/1462Wh03bTifVCXaFfgheKKCyIlarpgFu/view,
K,Math - Holiday & Themed Math,Kindergarten Math - Holiday & Themed Math - 07 Women's Day Coloring,looked at pages,activity/colouring,,"Not a math task: single coloring page (line-art outline) of a 'Rosie the Riveter' style figure flexing her arm with the caption 'WE CAN DO IT!', labeled 'Women's History Month'.",Confirmed visually; page header says 'Women's History Month' rather than 'Women's Day' as the filename implies.,https://drive.google.com/file/d/1Wfy1pyv9jlV6HGT6BuY34alwyqjBptJ0/view,
K,Math - Holiday & Themed Math,Kindergarten Math - Holiday & Themed Math - 08 Independence Day - Cut and Glue Activity,looked at pages,activity/cut-and-glue,,"Not a math task: page 1 has 5 sentences about US patriotic symbols (Liberty Bell, Statue of Liberty, Great Seal, American flag, Washington Monument) each with a blank box; page 2 has the 5 symbol pictures (Great Seal, Liberty Bell, flag, Statue of Liberty, Washington Monument obelisk) to cut out and paste into the matching sentence on page 1.",Confirmed visually across both pages; custom font previously prevented text extraction.,https://drive.google.com/file/d/1-g_gLoN69GFzyUDk420W9OrccNHvb90z/view,https://drive.google.com/file/d/1ZTaYKoViUXqnGtWopTkYxrzB4AjIUQYY/view
K,Math - Holiday & Themed Math,Kindergarten Math - Holiday & Themed Math - 09 Valentine's Day Cards 4-in-1,looked at pages,activity/craft,,"Not a math task: page of 4 printable Valentine's Day greeting cards (with pun captions - 'purr-fect', 'toad-ally adore you', 'chews you', 'bear-y special') with animal clip art, meant to be cut apart along the dashed lines into 4 separate cards.","Confirmed visually; single page with 4 card panels, image-heavy content.",https://drive.google.com/file/d/1Q-PCh5026LwrNOprUL8XQ0UuQs8t1jbg/view,
K,Math - Holiday & Themed Math,Kindergarten Math - Holiday & Themed Math - 10 Christmas Picture Subtraction,looked at pages,worksheet,"K.OA.A.1, K.OA.A.2","Christmas-themed picture subtraction worksheet with single-digit numbers (up to about 8): Part A shows a full group of a Christmas object (Santa hats, ornaments, stockings) with a smaller crossed-out/separate group to subtract, and students write the difference in a box (3 problems); Part B shows a row of Christmas objects (cakes, gifts, candles) with some crossed out, and students write the full subtraction sentence (minuend - subtrahend = difference) on blank lines (3 problems).","Confirmed visually; genuine math worksheet, unlike many other holiday items in this folder that are non-math crafts/coloring.",https://drive.google.com/file/d/1a0zUlsdqyqMZ645qupI9YCgtaS78FnGp/view,
